id,dir_genre1,dir_genre2,dir_genre3,actor1_genre1,actor1_genre2,actor1_genre3,actor2_genre1,actor2_genre2,actor2_genre3
380923,19,19,19,19,19,19,19,19,19
394282,16,4,6,19,19,19,3,6,18
35721,11,18,8,19,19,19,19,19,19
346929,19,19,19,19,19,19,19,19,19
218398,3,6,14,14,3,6,3,4,6
95056,19,19,19,8,18,1,19,19,19
88665,3,6,18,3,18,8,19,19,19
360676,3,18,8,6,3,10,19,19,19
76543,6,18,8,6,14,18,19,19,19
182937,15,6,18,19,19,19,19,19,19
226452,19,19,19,6,18,8,19,19,19
49093,9,0,16,19,19,19,19,19,19
39949,6,4,0,19,19,19,6,0,14
398483,6,3,18,19,19,19,19,19,19
275147,6,3,5,19,19,19,19,19,19
99650,19,19,19,19,19,19,19,19,19
42480,6,7,3,6,0,16,3,8,15
208359,19,19,19,19,19,19,19,19,19
291262,19,19,19,18,0,16,18,8,1
76234,19,19,19,0,1,3,19,19,19
361203,19,19,19,18,8,1,19,19,19
146616,19,19,19,19,19,19,19,19,19
398231,6,1,3,6,3,7,18,3,1
67509,6,18,8,6,14,17,6,0,16
66157,16,14,11,3,18,8,16,3,11
155887,3,7,18,3,0,6,0,16,6
230525,19,19,19,14,3,7,19,19,19
245701,3,6,18,6,18,8,19,19,19
263278,5,9,3,19,19,19,19,19,19
440877,0,1,15,19,19,19,6,18,8
208833,6,4,16,6,14,3,6,18,8
82838,0,4,6,6,0,18,6,18,1
315578,0,8,1,0,1,11,6,18,8
318039,19,19,19,19,19,19,19,19,19
177548,19,19,19,19,19,19,19,19,19
182117,0,16,6,6,0,16,6,14,3
289993,1,3,7,19,19,19,19,19,19
293662,3,14,6,18,8,1,19,19,19
158686,3,18,8,3,0,16,19,19,19
228118,19,19,19,19,19,19,19,19,19
396951,19,19,19,19,19,19,19,19,19
415319,19,19,19,10,6,14,6,8,2
79641,19,19,19,1,2,7,19,19,19
183781,18,8,1,16,18,8,9,4,6
350823,0,14,6,6,14,18,19,19,19
221930,6,14,3,19,19,19,14,6,18
28340,3,0,16,19,19,19,19,19,19
346928,18,13,1,19,19,19,4,6,0
231207,19,19,19,19,19,19,19,19,19
150334,19,19,19,5,18,8,19,19,19
363513,18,8,1,6,9,4,6,18,8
348312,0,11,8,19,19,19,19,19,19
155567,19,19,19,19,19,19,19,19,19
86244,6,16,0,11,18,8,18,8,1
37258,6,16,4,6,16,11,0,16,14
28562,0,15,11,19,19,19,19,19,19
38421,6,3,9,6,14,13,6,10,0
78287,6,9,16,16,4,6,19,19,19
294729,3,0,8,3,8,0,3,18,8
100033,6,9,14,6,17,18,19,19,19
391355,19,19,19,0,8,1,18,8,1
128082,18,8,1,19,19,19,19,19,19
84356,19,19,19,19,19,19,19,19,19
352813,14,6,9,14,3,6,14,0,8
407394,19,19,19,19,19,19,19,19,19
351785,19,19,19,19,19,19,19,19,19
82240,3,15,12,3,6,18,4,18,8
109298,2,7,8,2,3,7,2,3,7
10244,6,4,3,6,10,14,9,14,6
222595,19,19,19,19,19,19,19,19,19
291870,14,3,18,6,3,4,3,18,8
445353,19,19,19,19,19,19,19,19,19
74391,18,6,0,4,6,3,6,18,13
380022,6,11,0,0,16,11,16,11,6
262792,6,14,3,14,3,6,6,18,8
373724,6,14,9,3,6,12,19,19,19
391286,19,19,19,19,19,19,19,19,19
438170,15,6,18,19,19,19,19,19,19
83411,6,3,15,19,19,19,19,19,19
379085,2,18,8,19,19,19,19,19,19
234416,2,18,8,2,3,7,2,3,7
227717,6,16,4,0,1,14,18,14,6
110256,19,19,19,19,19,19,19,19,19
136093,6,4,1,6,14,3,3,6,12
402918,3,6,18,6,14,3,6,9,16
417016,6,3,11,18,8,1,18,8,1
293476,3,6,4,6,9,14,3,6,7
273681,18,8,1,19,19,19,19,19,19
181064,19,19,19,12,5,18,19,19,19
927,3,8,15,19,19,19,19,19,19
407686,19,19,19,1,6,18,3,13,18
32086,3,13,12,19,19,19,19,19,19
210774,19,19,19,18,8,1,1,3,6
196903,14,6,8,19,19,19,19,19,19
256002,0,16,15,0,16,11,16,18,8
32392,16,15,13,19,19,19,19,19,19
296076,19,19,19,19,19,19,19,19,19
84926,19,19,19,19,19,19,19,19,19
97404,19,19,19,5,9,8,19,19,19
345966,19,19,19,19,19,19,19,19,19
60801,19,19,19,6,14,4,14,16,6
214552,19,19,19,19,19,19,19,19,19
8937,6,16,11,6,0,16,19,19,19
263099,19,19,19,19,19,19,19,19,19
118881,3,6,18,11,18,8,19,19,19
392959,19,19,19,19,19,19,19,19,19
75659,1,10,18,19,19,19,6,10,18
120015,3,6,5,19,19,19,19,19,19
357876,18,14,0,18,0,16,18,8,1
324796,12,6,18,6,14,9,6,18,8
94709,5,11,6,6,4,18,18,3,14
58699,19,19,19,19,19,19,6,18,8
354666,9,6,8,6,0,1,9,6,8
241668,18,1,6,18,6,12,18,4,0
374586,19,19,19,19,19,19,19,19,19
83820,19,19,19,19,19,19,19,19,19
63715,6,14,3,6,3,0,16,13,3
15701,19,19,19,0,16,15,4,6,18
78635,16,0,13,3,18,8,6,3,14
17198,19,19,19,16,3,4,6,7,18
157682,19,19,19,4,18,8,18,8,1
295325,6,1,3,1,3,10,19,19,19
185168,4,6,13,6,0,10,16,1,4
27787,19,19,19,19,19,19,19,19,19
45223,19,19,19,19,19,19,6,14,3
15435,6,18,8,6,3,1,6,18,8
241175,19,19,19,19,19,19,16,11,18
305142,16,11,6,19,19,19,19,19,19
297794,6,18,8,6,18,8,19,19,19
408860,12,5,18,19,19,19,19,19,19
220415,2,18,8,19,19,19,19,19,19
4254,14,3,18,6,14,0,3,14,6
51208,3,0,1,3,0,8,3,6,4
240237,12,18,8,19,19,19,19,19,19
353594,19,19,19,6,0,8,9,3,8
65514,19,19,19,19,19,19,19,19,19
331883,18,8,1,6,18,8,19,19,19
41611,6,0,18,6,14,3,18,6,16
150451,19,19,19,19,19,19,12,5,18
8558,19,19,19,3,15,13,6,0,16
71381,18,8,1,6,0,1,19,19,19
67626,2,3,7,2,3,18,19,19,19
11374,6,3,16,19,19,19,19,19,19
201878,3,4,18,19,19,19,19,19,19
26427,6,4,0,3,14,4,6,14,13
136279,19,19,19,19,19,19,19,19,19
20345,11,16,13,16,18,8,6,16,9
16318,19,19,19,19,19,19,19,19,19
82880,6,0,7,19,19,19,19,19,19
9555,19,19,19,19,19,19,19,19,19
57092,19,19,19,9,15,6,19,19,19
68660,12,18,8,19,19,19,12,18,8
120027,3,6,5,19,19,19,19,19,19
43933,0,15,6,2,5,18,16,15,13
80159,3,6,18,19,19,19,6,3,4
190880,19,19,19,19,19,19,19,19,19
372888,3,12,6,19,19,19,19,19,19
241455,6,14,13,18,14,3,19,19,19
340760,14,6,18,19,19,19,18,8,1
37064,1,3,7,1,3,7,19,19,19
31819,3,6,7,3,6,7,3,6,18
56845,19,19,19,3,6,18,19,19,19
143005,6,14,0,15,11,18,3,18,8
251212,1,6,17,14,6,0,19,19,19
282083,18,8,1,19,19,19,19,19,19
422817,19,19,19,19,19,19,19,19,19
77439,19,19,19,0,8,1,16,18,8
255073,18,8,1,6,16,14,19,19,19
360126,19,19,19,19,19,19,19,19,19
335029,18,6,13,18,12,0,18,12,0
380284,1,3,6,6,9,4,14,3,6
160345,9,6,7,19,19,19,0,8,1
282369,6,14,3,19,19,19,19,19,19
266349,19,19,19,19,19,19,16,14,6
72955,19,19,19,19,19,19,19,19,19
21147,7,6,3,3,6,14,3,18,6
440775,18,8,1,19,19,19,19,19,19
344145,11,3,18,3,18,8,3,18,8
74914,2,3,7,2,3,7,2,7,3
316885,19,19,19,19,19,19,19,19,19
442010,19,19,19,19,19,19,19,19,19
27152,3,6,18,16,14,13,19,19,19
266777,3,14,18,3,11,0,15,0,16
281424,6,15,1,1,0,14,6,18,1
180933,6,9,8,11,0,8,18,8,1
127014,9,3,6,19,19,19,19,19,19
303102,14,6,18,6,14,9,1,14,9
39205,2,13,0,2,13,0,0,2,13
255685,0,7,3,0,16,15,6,16,14
63397,19,19,19,5,18,8,19,19,19
217382,19,19,19,19,19,19,19,19,19
264722,6,3,5,6,0,16,6,3,9
8866,3,14,12,6,16,3,3,6,18
427943,18,8,1,19,19,19,19,19,19
424315,19,19,19,19,19,19,19,19,19
290371,6,14,3,6,14,3,3,0,14
41508,19,19,19,19,19,19,19,19,19
48489,6,18,8,0,6,16,19,19,19
157600,6,18,8,19,19,19,18,8,1
100877,19,19,19,6,1,9,16,0,6
270778,6,3,4,9,16,4,19,19,19
83990,3,14,6,6,3,10,0,4,6
179264,19,19,19,19,19,19,19,19,19
275911,7,18,8,19,19,19,19,19,19
166221,19,19,19,16,6,0,19,19,19
18735,0,9,6,0,3,16,19,19,19
71364,14,18,8,19,19,19,19,19,19
363704,19,19,19,19,19,19,19,19,19
184484,3,18,8,3,18,8,18,3,6
40145,3,11,9,6,18,8,11,16,4
128949,8,3,18,19,19,19,6,0,14
193970,19,19,19,19,19,19,19,19,19
25647,6,14,13,6,14,9,19,19,19
285851,6,18,8,19,19,19,0,15,12
170489,19,19,19,19,19,19,19,19,19
24587,0,6,16,19,19,19,0,16,4
55985,18,8,1,19,19,19,19,19,19
2232,6,7,18,6,4,18,14,3,4
392967,19,19,19,19,19,19,19,19,19
365839,19,19,19,3,6,18,6,9,3
354113,19,19,19,19,19,19,19,19,19
347478,19,19,19,19,19,19,6,3,14
13600,7,16,2,6,14,16,19,19,19
283330,6,18,8,19,19,19,6,18,8
136479,6,7,16,6,3,18,6,16,13
124682,19,19,19,19,19,19,19,19,19
55652,3,6,10,3,6,18,9,6,8
257534,18,8,1,19,19,19,19,19,19
167810,19,19,19,19,19,19,19,19,19
383020,6,4,14,19,19,19,19,19,19
13054,0,16,4,19,19,19,0,16,8
336395,14,3,6,19,19,19,19,19,19
314836,19,19,19,19,19,19,19,19,19
144658,6,10,18,6,0,16,19,19,19
198163,6,3,14,3,14,12,3,18,8
347882,19,19,19,19,19,19,19,19,19
122350,2,18,8,19,19,19,19,19,19
36258,0,8,1,0,16,15,0,16,8
116781,19,19,19,6,3,4,0,8,1
25643,19,19,19,16,0,6,3,14,6
297424,19,19,19,6,18,8,19,19,19
87362,0,18,9,6,0,16,6,18,1
322960,3,6,14,3,18,8,0,16,15
43268,3,6,12,3,6,7,12,6,14
243352,16,13,3,19,19,19,19,19,19
81443,3,18,8,3,0,17,19,19,19
435381,19,19,19,19,19,19,19,19,19
10360,6,18,8,6,16,18,19,19,19
222609,18,6,1,18,1,0,6,15,11
75806,16,0,11,16,0,6,19,19,19
164004,9,4,11,18,8,1,19,19,19
51777,2,3,7,2,3,14,19,19,19
268806,19,19,19,19,19,19,19,19,19
71212,19,19,19,18,8,1,19,19,19
41952,1,0,16,6,16,14,6,16,13
856,6,3,0,6,3,9,3,7,15
54536,6,15,14,13,4,10,13,4,10
138461,6,4,0,3,0,1,3,0,1
428819,19,19,19,19,19,19,19,19,19
156588,18,8,1,18,8,1,18,8,1
130609,11,6,16,3,6,18,3,6,14
270665,6,18,8,6,18,8,19,19,19
2788,3,0,16,6,3,16,6,0,4
437086,6,10,3,0,6,1,19,19,19
38355,14,6,18,19,19,19,19,19,19
118566,6,18,8,6,15,13,19,19,19
83072,3,4,18,3,18,8,3,6,18
95482,6,18,8,9,6,0,19,19,19
111519,6,7,3,6,3,14,19,19,19
251764,6,18,8,0,6,9,14,6,9
16403,19,19,19,19,19,19,19,19,19
342196,19,19,19,3,18,8,6,18,8
444951,19,19,19,0,8,3,19,19,19
254552,19,19,19,6,16,13,19,19,19
294738,3,1,14,3,6,18,3,1,14
281669,3,14,12,6,3,18,19,19,19
370178,19,19,19,16,11,18,19,19,19
191041,19,19,19,19,19,19,19,19,19
85697,6,14,0,6,3,18,3,18,14
263824,6,15,14,14,6,18,19,19,19
210844,0,3,1,19,19,19,19,19,19
206289,19,19,19,19,19,19,18,8,1
273336,14,6,18,18,8,1,6,9,16
222649,19,19,19,6,14,3,13,4,16
179424,6,16,14,3,6,9,9,2,5
33283,6,14,3,19,19,19,19,19,19
43049,0,6,3,18,8,1,0,3,17
71596,8,3,11,19,19,19,0,10,8
70193,6,3,0,6,10,15,19,19,19
190630,19,19,19,19,19,19,19,19,19
222459,6,3,14,6,3,14,6,10,18
437280,6,18,8,19,19,19,19,19,19
242693,3,14,4,6,4,0,3,14,4
88486,3,18,16,19,19,19,16,13,4
212473,19,19,19,6,3,8,3,18,8
238802,19,19,19,19,19,19,6,18,8
236516,2,3,7,2,3,4,2,3,7
14302,6,18,8,19,19,19,19,19,19
267461,6,3,18,3,6,18,19,19,19
234179,6,14,9,6,9,14,11,18,8
84190,5,18,8,19,19,19,19,19,19
325017,19,19,19,19,19,19,19,19,19
402798,19,19,19,3,1,18,19,19,19
211220,19,19,19,19,19,19,19,19,19
272285,17,18,8,5,18,8,19,19,19
61373,7,1,3,19,19,19,19,19,19
319073,19,19,19,19,19,19,19,19,19
65626,19,19,19,19,19,19,19,19,19
436311,19,19,19,19,19,19,19,19,19
65325,19,19,19,3,18,8,19,19,19
143676,6,14,13,14,16,4,19,19,19
157114,3,9,5,5,18,8,19,19,19
41801,19,19,19,6,16,13,13,11,18
65700,19,19,19,19,19,19,19,19,19
323229,6,14,3,6,14,3,18,6,8
39854,19,19,19,19,19,19,19,19,19
80606,0,3,11,0,16,4,3,9,6
345630,14,18,8,19,19,19,19,19,19
232972,19,19,19,19,19,19,19,19,19
301836,19,19,19,19,19,19,19,19,19
190955,6,16,13,0,16,6,6,16,15
240746,3,6,13,19,19,19,19,19,19
137339,0,16,4,6,18,8,3,14,6
158741,6,3,5,6,14,9,6,14,3
98499,4,6,0,16,3,0,6,14,3
79936,19,19,19,7,3,14,7,16,14
321228,19,19,19,0,1,10,19,19,19
354848,0,8,1,6,9,12,6,3,1
116820,3,17,18,3,18,8,3,18,17
71785,6,3,4,19,19,19,18,8,1
259909,6,14,9,6,18,8,19,19,19
211587,19,19,19,19,19,19,11,16,3
53335,19,19,19,19,19,19,19,19,19
72578,9,14,3,19,19,19,14,3,9
388873,19,19,19,19,19,19,5,18,8
48803,16,18,8,16,18,8,19,19,19
116194,1,15,18,11,0,16,2,18,8
8205,3,4,6,19,19,19,19,19,19
216859,14,6,3,3,0,14,6,1,14
410306,13,6,18,9,13,6,6,0,16
357531,19,19,19,19,19,19,19,19,19
342179,6,3,8,6,18,8,19,19,19
380678,5,9,1,19,19,19,19,19,19
193594,0,16,15,6,1,9,4,6,0
123992,3,6,16,19,19,19,19,19,19
422553,19,19,19,19,19,19,16,18,8
190074,19,19,19,19,19,19,19,19,19
345169,3,18,8,3,6,18,13,4,6
201348,14,5,18,19,19,19,19,19,19
73430,19,19,19,6,14,3,4,6,14
73620,3,0,11,3,16,0,3,6,11
248261,3,12,14,19,19,19,12,14,3
150027,2,6,18,8,15,2,2,0,8
352157,6,16,14,3,6,9,19,19,19
117003,18,8,1,19,19,19,18,8,1
120083,0,1,6,18,6,0,19,19,19
137500,5,18,8,19,19,19,19,19,19
351385,2,18,8,19,19,19,19,19,19
227328,19,19,19,3,11,18,19,19,19
319379,19,19,19,18,17,1,19,19,19
37862,19,19,19,19,19,19,19,19,19
72457,19,19,19,19,19,19,19,19,19
365745,19,19,19,19,19,19,19,19,19
188247,11,0,16,6,18,16,16,3,18
322816,18,6,3,18,0,16,18,13,4
258891,19,19,19,19,19,19,19,19,19
329998,0,11,8,19,19,19,19,19,19
28287,11,6,3,14,3,4,0,16,4
266136,0,14,6,3,14,18,15,18,8
374829,0,6,16,14,3,6,19,19,19
81120,3,12,18,6,14,1,6,17,18
10348,0,3,6,0,3,16,14,3,6
430128,19,19,19,19,19,19,19,19,19
412450,18,8,1,6,18,8,19,19,19
364811,6,0,14,6,0,3,19,19,19
59574,19,19,19,19,19,19,19,19,19
91456,6,3,14,3,18,8,16,3,18
29461,6,18,8,18,8,1,16,0,11
47564,5,18,8,5,18,8,19,19,19
431232,14,3,0,14,3,18,19,19,19
184791,14,6,3,14,6,3,14,6,18
50079,6,14,3,6,14,16,6,14,3
383371,19,19,19,19,19,19,19,19,19
105892,5,11,16,19,19,19,19,19,19
77869,8,15,3,6,10,18,0,4,8
254014,6,18,8,18,8,1,1,18,8
289396,16,3,11,14,3,18,19,19,19
261000,6,3,14,1,3,6,19,19,19
14570,0,16,4,19,19,19,6,11,0
354182,18,8,1,3,18,8,19,19,19
312435,3,4,0,19,19,19,6,14,3
252786,3,6,14,19,19,19,19,19,19
363887,18,8,1,18,8,1,18,8,1
209244,19,19,19,3,6,16,19,19,19
253963,19,19,19,19,19,19,19,19,19
395434,6,14,1,19,19,19,6,17,18
355854,19,19,19,19,19,19,19,19,19
217955,19,19,19,19,19,19,19,19,19
252028,6,16,3,19,19,19,18,8,1
264178,6,18,8,3,6,18,16,13,3
322439,6,14,3,19,19,19,4,9,14
156388,3,12,6,3,6,7,3,18,8
221461,9,3,14,6,0,3,3,18,8
205013,19,19,19,19,19,19,19,19,19
75229,16,13,3,0,16,15,16,6,9
409767,3,11,18,19,19,19,19,19,19
244761,6,16,13,16,11,18,16,6,18
101342,6,3,18,6,18,8,6,18,8
212896,6,14,3,6,14,1,6,14,7
378869,19,19,19,19,19,19,19,19,19
14476,19,19,19,19,19,19,19,19,19
284827,19,19,19,19,19,19,14,3,18
29894,0,16,15,9,6,8,7,16,3
212607,18,8,1,3,6,14,18,8,1
358743,18,8,1,2,3,4,19,19,19
167972,6,18,8,19,19,19,9,15,3
335593,19,19,19,19,19,19,19,19,19
141102,2,7,8,19,19,19,19,19,19
36456,18,4,6,6,16,13,3,4,6
9806,7,1,15,11,18,8,6,16,14
130819,19,19,19,19,19,19,11,18,8
63080,6,3,18,19,19,19,19,19,19
282176,14,3,6,19,19,19,18,8,1
95353,19,19,19,19,19,19,19,19,19
418732,19,19,19,19,19,19,19,19,19
36985,3,7,6,3,4,6,19,19,19
56124,0,3,9,3,0,9,3,18,8
286039,3,18,8,3,18,8,6,18,8
189320,18,8,1,1,14,18,16,1,11
22950,3,2,18,3,18,17,3,18,17
55424,3,18,8,19,19,19,6,10,18
14978,19,19,19,19,19,19,19,19,19
139802,6,14,1,6,18,8,6,0,1
275994,18,8,1,3,18,8,19,19,19
114142,19,19,19,19,19,19,19,19,19
4569,6,4,1,4,15,16,4,18,8
10235,10,8,3,1,6,18,19,19,19
419039,6,14,17,0,6,3,8,1,15
145713,19,19,19,19,19,19,3,7,18
77128,18,8,1,6,16,11,19,19,19
337675,19,19,19,19,19,19,19,19,19
55086,6,14,3,6,14,16,6,18,14
77972,6,3,14,19,19,19,19,19,19
86446,0,8,1,6,4,18,6,18,8
118716,0,6,16,4,13,6,1,0,8
43854,3,18,6,3,14,6,0,1,3
154738,2,0,1,19,19,19,0,1,15
401677,19,19,19,19,19,19,19,19,19
28799,11,18,8,6,17,18,19,19,19
402931,19,19,19,19,19,19,19,19,19
84324,6,18,8,19,19,19,3,6,18
81349,19,19,19,19,19,19,19,19,19
80193,18,0,16,18,0,6,6,18,14
333134,19,19,19,19,19,19,19,19,19
59137,19,19,19,19,19,19,19,19,19
372380,3,4,6,6,4,16,19,19,19
67085,6,18,8,19,19,19,2,18,8
106039,2,3,1,19,19,19,19,19,19
38231,19,19,19,19,19,19,19,19,19
404582,19,19,19,19,19,19,19,19,19
438599,19,19,19,19,19,19,19,19,19
314945,6,1,4,19,19,19,19,19,19
126766,3,0,6,18,0,7,18,3,6
4365,19,19,19,19,19,19,16,6,18
67613,3,18,8,19,19,19,19,19,19
199806,3,9,6,0,6,14,6,0,14
36122,19,19,19,19,19,19,19,19,19
6916,3,18,8,3,0,18,3,0,18
11120,6,1,10,6,16,0,6,3,14
156346,6,4,1,3,12,6,6,14,3
290883,9,14,6,15,3,12,3,4,18
77094,16,11,6,19,19,19,19,19,19
328370,6,0,11,14,6,0,3,6,7
867,6,0,16,6,16,0,0,16,4
345055,2,18,8,19,19,19,19,19,19
360920,19,19,19,6,16,5,19,19,19
280560,19,19,19,19,19,19,19,19,19
10792,6,1,7,6,15,3,3,18,8
316164,6,18,8,19,19,19,19,19,19
90461,3,6,14,3,14,4,18,14,13
139118,6,3,16,19,19,19,6,16,3
207260,16,11,18,11,0,16,11,3,0
419185,19,19,19,19,19,19,19,19,19
294380,6,3,9,6,18,8,18,8,1
70918,6,14,3,19,19,19,3,6,18
174279,2,3,12,2,3,18,2,18,8
136896,6,3,14,19,19,19,19,19,19
147396,3,8,14,19,19,19,19,19,19
320121,6,14,3,6,14,18,19,19,19
268523,19,19,19,19,19,19,16,11,18
54969,6,0,4,0,6,9,9,6,14
124655,19,19,19,19,19,19,16,15,3
8217,3,14,6,3,7,16,3,14,6
239536,8,7,1,19,19,19,2,7,18
25654,9,6,4,6,14,3,3,0,6
349036,18,0,16,18,12,1,18,4,0
94649,19,19,19,19,19,19,19,19,19
356414,5,18,8,19,19,19,19,19,19
406997,14,6,18,3,6,14,6,14,12
41599,6,14,3,3,14,6,3,6,14
306604,19,19,19,3,6,7,19,19,19
423431,19,19,19,19,19,19,19,19,19
47442,3,6,18,3,18,8,18,8,1
417305,5,18,8,19,19,19,19,19,19
144030,3,7,4,3,13,4,3,6,7
136530,18,8,1,19,19,19,19,19,19
38681,0,1,3,0,1,15,0,1,3
417758,19,19,19,19,19,19,19,19,19
54000,3,14,6,6,14,0,4,16,3
65754,6,16,13,0,6,16,19,19,19
269157,6,3,14,1,4,17,3,18,8
242669,3,6,14,6,3,14,3,14,6
70202,6,16,4,14,6,7,11,16,4
328805,19,19,19,19,19,19,19,19,19
40963,0,8,1,11,3,4,4,6,0
380027,2,18,8,19,19,19,19,19,19
198663,0,16,15,0,8,1,19,19,19
63311,6,3,14,0,16,14,0,5,8
283557,3,8,14,3,15,0,3,4,18
76628,3,0,4,0,6,1,4,6,16
63698,3,6,18,16,0,6,6,14,3
112649,9,3,6,6,0,3,0,6,3
373512,19,19,19,19,19,19,9,6,0
307337,18,8,1,6,9,13,9,7,6
364481,19,19,19,19,19,19,19,19,19
20319,19,19,19,19,19,19,19,19,19
59990,6,18,1,6,18,14,18,8,1
144637,14,3,18,6,18,8,19,19,19
356987,1,13,11,0,16,6,3,11,18
286120,19,19,19,19,19,19,19,19,19
234657,19,19,19,19,19,19,13,4,11
362203,19,19,19,19,19,19,19,19,19
252511,19,19,19,19,19,19,19,19,19
19362,5,18,8,19,19,19,19,19,19
311407,18,8,1,14,6,7,6,9,8
35556,19,19,19,19,19,19,6,14,3
64899,19,19,19,6,3,13,6,16,14
191719,19,19,19,19,19,19,19,19,19
112447,11,6,3,9,16,6,19,19,19
279060,19,19,19,6,18,8,19,19,19
92955,6,14,3,19,19,19,19,19,19
170491,18,4,6,18,0,7,18,0,1
89586,6,17,18,19,19,19,6,14,13
170137,19,19,19,12,3,14,19,19,19
215250,3,6,18,19,19,19,2,3,7
16015,3,6,18,19,19,19,0,15,2
57749,19,19,19,19,19,19,19,19,19
406385,3,18,8,3,18,8,19,19,19
132148,5,18,8,5,18,8,19,19,19
30175,19,19,19,3,7,1,19,19,19
55049,6,13,3,6,3,4,6,3,14
171400,19,19,19,0,8,1,9,3,0
256509,19,19,19,19,19,19,16,14,13
71249,19,19,19,19,19,19,19,19,19
399931,18,1,6,18,8,1,18,3,0
290436,19,19,19,19,19,19,19,19,19
282920,19,19,19,19,19,19,19,19,19
310615,19,19,19,19,19,19,19,19,19
170492,6,15,1,6,18,4,18,8,1
88528,6,0,4,0,3,8,0,3,8
9472,3,0,1,3,6,14,11,18,8
48726,19,19,19,6,18,8,19,19,19
129976,19,19,19,19,19,19,19,19,19
410924,19,19,19,18,8,1,6,18,8
27543,6,0,16,4,18,8,14,3,6
413238,5,18,8,5,18,8,19,19,19
69774,0,9,6,6,9,0,6,0,14
199196,6,16,14,19,19,19,19,19,19
292334,5,12,6,19,19,19,19,19,19
69131,2,3,15,19,19,19,19,19,19
42686,6,4,18,0,16,6,0,6,1
250572,19,19,19,16,3,6,19,19,19
285236,6,18,8,6,18,8,19,19,19
86651,0,6,16,0,6,1,19,19,19
8952,3,14,6,3,14,16,6,16,14
19846,6,18,8,6,3,4,3,14,12
352039,14,3,12,18,8,1,19,19,19
360080,19,19,19,19,19,19,19,19,19
129875,19,19,19,19,19,19,19,19,19
323964,19,19,19,19,19,19,19,19,19
163589,19,19,19,19,19,19,19,19,19
158312,14,3,6,18,8,1,6,3,12
319081,19,19,19,19,19,19,19,19,19
40600,18,8,1,19,19,19,19,19,19
115547,4,0,16,4,16,18,16,0,15
2690,3,14,6,3,6,14,3,6,14
316300,6,14,17,19,19,19,19,19,19
115488,1,3,9,18,8,1,17,3,6
27524,0,1,6,1,6,7,0,4,16
394816,3,6,7,7,3,16,3,9,1
133637,19,19,19,19,19,19,19,19,19
446497,6,17,18,19,19,19,1,10,18
130392,18,0,6,18,0,12,18,0,6
34712,2,3,7,2,3,7,2,3,7
174513,19,19,19,19,19,19,19,19,19
93775,6,17,18,8,12,3,5,18,8
46493,6,14,3,6,14,3,6,18,8
354074,19,19,19,19,19,19,19,19,19
61780,19,19,19,19,19,19,19,19,19
246049,6,4,16,6,10,4,19,19,19
125987,19,19,19,19,19,19,19,19,19
278154,19,19,19,19,19,19,19,19,19
10708,3,7,8,3,6,0,19,19,19
313047,11,0,16,3,11,4,9,3,0
264990,3,18,8,19,19,19,3,18,8
444904,19,19,19,19,19,19,19,19,19
50196,3,6,15,3,9,14,3,9,1
446886,19,19,19,19,19,19,19,19,19
428090,3,4,18,6,11,0,18,6,11
18205,6,16,13,19,19,19,6,16,18
260799,19,19,19,19,19,19,19,19,19
351483,6,14,3,6,0,16,14,6,18
242257,3,14,1,19,19,19,19,19,19
232721,19,19,19,19,19,19,19,19,19
176088,19,19,19,15,11,0,18,8,1
337220,19,19,19,19,19,19,19,19,19
405995,18,8,1,6,0,16,3,6,0
137172,6,13,9,6,0,11,6,18,8
328695,18,3,0,19,19,19,19,19,19
247646,19,19,19,0,15,3,19,19,19
258953,3,4,14,6,13,9,3,4,12
431576,19,19,19,19,19,19,19,19,19
375320,18,8,1,18,8,1,19,19,19
167878,6,9,8,6,0,10,19,19,19
178729,19,19,19,19,19,19,19,19,19
438569,3,0,4,19,19,19,6,18,1
292835,19,19,19,19,19,19,19,19,19
364862,19,19,19,6,18,8,14,3,6
253327,16,12,11,19,19,19,19,19,19
410211,19,19,19,19,19,19,19,19,19
307773,9,6,8,7,3,14,19,19,19
284263,19,19,19,19,19,19,19,19,19
118134,3,12,14,14,3,12,6,0,14
319678,11,6,0,19,19,19,6,7,18
411405,3,4,6,16,6,0,3,6,14
97562,19,19,19,19,19,19,19,19,19
42816,6,14,3,6,3,18,3,0,1
353680,19,19,19,19,19,19,19,19,19
74674,6,4,14,19,19,19,6,3,16
394650,16,0,8,19,19,19,19,19,19
232968,6,4,11,19,19,19,6,18,8
379155,2,18,8,19,19,19,19,19,19
942,19,19,19,19,19,19,19,19,19
275332,19,19,19,16,1,3,19,19,19
40617,6,9,7,0,14,6,0,6,3
10264,6,14,3,0,6,1,6,7,2
218597,6,3,18,6,14,3,19,19,19
280635,6,18,8,19,19,19,19,19,19
295957,6,16,15,19,19,19,19,19,19
89256,19,19,19,19,19,19,11,18,8
257112,5,18,8,19,19,19,19,19,19
387169,4,6,16,18,8,1,19,19,19
267955,19,19,19,19,19,19,19,19,19
297940,6,3,14,6,14,18,14,6,16
372051,3,9,6,3,6,9,3,18,8
399642,18,8,1,0,6,8,19,19,19
110754,6,18,8,6,18,3,6,0,13
49291,0,3,1,0,3,9,9,14,3
350612,19,19,19,19,19,19,19,19,19
413957,6,17,0,6,3,18,19,19,19
781,6,9,8,9,10,5,19,19,19
79773,19,19,19,19,19,19,19,19,19
110651,6,18,8,19,19,19,19,19,19
